,dir,accuracies,packsRaw
352,rtreit-kaggle-titanic-tutorial,0.793,"{'.GlobalEnv': ['train'], 'character(0)': ['`:=`', 'addcolumns', 'bwplot', 'confusionMatrix', 'createDataPartition', 'dotplot', 'dummyVars', 'getModelInfo', 'resamples', 'trainControl'], 'package:base': ['as.character', 'as.factor', 'c', 'cbind', 'data.frame', 'dim', 'factor', 'ifelse', 'is.na', 'library', 'list', 'names', 'ncol', 'nrow', 'options', 'order', 'paste', 'print', 'return', 'set.seed', 'summary', 'suppressMessages'], 'package:data.table': ['fread', 'melt'], 'package:ggplot2': ['aes', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'ggplot'], 'package:stats': ['predict'], 'package:utils': ['head', 'write.csv']}"
353,haojianfeng-titanic-passenger-survival-forecast-r,0.783,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['c', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'paste0', 'rbind', 'round', 'row.names', 'sapply', 'set.seed', 'sum', 'table', 'which'], 'package:dplyr': ['dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_line', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['mosaicplot'], 'package:gridExtra': ['grid.arrange'], 'package:randomForest': ['importance', 'randomForest'], 'package:rpart': ['rpart'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
354,piyushjhamb-predicting-titanic-survival,0.757,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:ROCR"", ""package:graphics"")': ['plot'], 'character(0)': ['impute.age'], 'package:Amelia': ['missmap'], 'package:base': ['as.data.frame', 'c', 'cbind', 'colnames', 'colSums', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'lapply', 'length', 'library', 'list', 'matrix', 'mean', 'names', 'nrow', 'order', 'paste', 'return', 'round', 'row.names', 'sapply', 'scale', 'seq', 'set.seed', 'subset', 'sum', 'summary', 'table', 'unlist', 'which'], 'package:car': ['durbinWatsonTest', 'vif'], 'package:caret': ['createMultiFolds', 'train', 'trainControl'], 'package:caTools': ['sample.split'], 'package:dplyr': ['bind_rows', 'select'], 'package:e1071': ['naiveBayes', 'svm', 'tune'], 'package:ggplot2': ['aes', 'element_text', 'facet_wrap', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_line', 'geom_point', 'geom_violin', 'geom_vline', 'ggplot', 'ggtitle', 'scale_fill_brewer', 'scale_fill_manual', 'scale_y_continuous', 'theme', 'theme_bw', 'xlab', 'ylab'], 'package:graphics': ['abline', 'mosaicplot'], 'package:randomForest': ['importance', 'randomForest'], 'package:ROCR': ['performance', 'prediction'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['rpart.plot'], 'package:stats': ['binomial', 'chisq.test', 'cor', 'glm', 'median', 'predict', 'reorder', 'step', 'var'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
355,xxxmatxxx-titanic-getting-started-with-randomforest,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'system', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
356,shridhar1991-randomforest-implementation-of-titanic,0.79,"{'package:base': ['as.factor', 'as.numeric', 'c', 'cbind', 'colnames', 'data.frame', 'is.na', 'levels', 'library', 'summary', 'typeof'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
357,rafaelmdourado-hello-titanic-programmers,0.778,"{'package:base': ['c', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'mean', 'nrow', 'round', 'sample', 'set.seed', 'sum', 'summary', 'table'], 'package:dplyr': ['bind_rows', 'glimpse', 'group_by', 'n', 'select', 'summarise'], 'package:ggplot2': ['aes', 'geom_bar', 'ggplot'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
358,contactsheetal-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
359,c34klh123-using-svm-to-predict-titanic-in-r,0.778,"{'c(""package:dplyr"", ""package:base"")': ['union'], 'character(0)': ['bar_function', 'grid.arrange', 'my_mosaic'], 'package:base': ['apply', 'as.character', 'as.data.frame', 'as.factor', 'as.name', 'c', 'colnames', 'data.frame', 'diag', 'dim', 'double', 'factor', 'floor', 'gsub', 'is.character', 'is.factor', 'is.integer', 'is.na', 'length', 'levels', 'library', 'list', 'max', 'ncol', 'nrow', 'order', 'prop.table', 'sample', 'sapply', 'seq', 'seq_len', 'set.seed', 'signif', 'strsplit', 'sum', 'table', 'which'], 'package:dplyr': ['bind_rows'], 'package:e1071': ['naiveBayes', 'svm', 'tune.svm'], 'package:ggplot2': ['aes', 'element_text', 'facet_grid', 'geom_bar', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_violin', 'geom_vline', 'ggplot', 'labs', 'position_dodge', 'scale_colour_manual', 'scale_fill_manual', 'scale_x_continuous', 'scale_y_continuous', 'theme'], 'package:graphics': ['plot'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['randomForest'], 'package:stats': ['na.omit', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv'], 'package:vcd': ['labeling_cells', 'mosaic']}"
360,hongviet2002-exploring-survived-on-titanic,0.771,"{'package:base': ['as.character', 'c', 'data.frame', 'factor', 'is.na', 'library', 'rbind', 'sapply', 'strsplit', 'sub', 'substr', 'summary'], 'package:rpart': ['rpart', 'rpart.control'], 'package:rpart.plot': ['prp'], 'package:stats': ['median', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
361,kyanyoga-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
362,kapillehar-titanic-rf-prediction-0-81818,0.783,"{'package:base': ['apply', 'as.integer', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'list', 'mean', 'paste0', 'print', 'rep', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'suppressMessages', 'table', 'tapply'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'element_blank', 'facet_grid', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'geom_jitter', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_fill_discrete', 'scale_x_continuous', 'theme', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'mosaicplot', 'plot'], 'package:grDevices': ['hcl'], 'package:randomForest': ['importance', 'randomForest', 'varImpPlot'], 'package:scales': ['dollar_format'], 'package:stats': ['aggregate', 'median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
363,libra202ma-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'lapply', 'library', 'names', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'mosaicplot', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'write.csv']}"
364,kunaphas-predictive-analysis-of-survival-rate-on-titanic,0.778,"{'package:base': ['as.integer', 'c', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'names', 'nchar', 'options', 'rbind', 'rep', 'round', 'sample', 'set.seed', 'strsplit', 'sum', 'table', 'tapply'], 'package:e1071': ['svm'], 'package:ggplot2': ['aes', 'geom_histogram', 'ggplot'], 'package:graphics': ['barplot', 'hist', 'par'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['glm', 'median', 'na.omit', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
365,birger-titanic-competition-score-0-8134,0.781,"{'c("".GlobalEnv"", ""package:randomForest"")': ['importance'], 'package:base': ['as.character', 'as.factor', 'c', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'lapply', 'library', 'names', 'nchar', 'paste', 'paste0', 'print', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'subset', 'sum', 'summary', 'suppressMessages', 'table', 'within'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'mosaicplot', 'par'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
366,diegosiebra-rf-titanic-prediction-th3one,0.781,"{'character(0)': ['extractFeatures'], 'package:base': ['apply', 'as.character', 'as.factor', 'c', 'data.frame', 'grep', 'is.na', 'length', 'library', 'return', 'row.names', 'set.seed'], 'package:ggplot2': ['aes', 'element_text', 'geom_bar', 'ggplot', 'ggsave', 'ggtitle', 'theme', 'theme_bw', 'xlab', 'ylab', 'ylim'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'write.csv']}"
367,hertan-titanic-surviving-dataset-simple-expression,0.781,"{'c(""package:mice"", ""package:base"")': ['cbind'], 'package:base': ['as.character', 'as.factor', 'as.numeric', 'c', 'colnames', 'data.frame', 'grep', 'is.na', 'library', 'mean', 'names', 'paste0', 'round', 'row.names', 'rownames', 'sapply', 'strsplit', 'substr', 'sum', 'table', 'unlist', 'which'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'glimpse', 'group_by', 'left_join', 'mutate', 'n', 'select', 'summarize'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_wrap', 'geom_bar', 'geom_hline', 'geom_point', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_color_discrete', 'scale_fill_discrete', 'xlab', 'ylab'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'write.csv']}"
368,dheerajgoudborlla-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
369,erikbruin-titanic-2nd-degree-families-and-majority-voting,0.8170000000000001,"{'c(""package:dplyr"", ""package:Hmisc"")': ['summarize'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['pretty_breaks', 'set'], 'package:base': ['as.character', 'as.data.frame', 'as.factor', 'as.numeric', 'as.ordered', 'c', 'cat', 'cbind', 'colnames', 'data.frame', 'factor', 'ifelse', 'is.na', 'length', 'library', 'max', 'mean', 'nrow', 'paste', 'print', 'prop.table', 'range', 'rbind', 'rm', 'round', 'row.names', 'rownames', 'rowSums', 'sapply', 'seq', 'set.seed', 'strsplit', 'sub', 'substring', 'sum', 'summary', 'table', 'unique', 'which'], 'package:caret': ['train', 'trainControl', 'varImp'], 'package:corrplot': ['corrplot.mixed'], 'package:dplyr': ['arrange', 'group_by', 'left_join', 'n', 'select', 'summarise'], 'package:ggplot2': ['aes', 'coord_flip', 'element_text', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_label', 'ggplot', 'ggtitle', 'labs', 'scale_fill_manual', 'scale_x_continuous', 'scale_x_discrete', 'scale_y_continuous', 'theme', 'theme_grey', 'xlab'], 'package:graphics': ['hist', 'par'], 'package:gridExtra': ['grid.arrange'], 'package:Hmisc': ['cut2'], 'package:knitr': ['kable'], 'package:stats': ['cor', 'lm', 'median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
370,mira5b-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
371,jkevin2010-titanic-survival-using-decision-trees,0.778,"{'package:base': ['data.frame', 'library', 'nrow'], 'package:graphics': ['plot', 'text'], 'package:rattle': ['fancyRpartPlot'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
372,harryem-titanic-comparing-two-approaches-for-missing-data,0.549,"{'c(""package:dplyr"", ""package:plyr"")': ['count', 'summarise'], 'c(""package:mice"", ""package:base"")': ['rbind'], 'c(""package:mice"", ""package:tidyr"")': ['complete'], 'package:base': ['as.factor', 'as.integer', 'c', 'colSums', 'data.frame', 'factor', 'file.exists', 'findInterval', 'gsub', 'I', 'is.na', 'length', 'library', 'mean', 'names', 'order', 'paste', 'print', 'set.seed', 'subset', 'sum', 'table', 'unique'], 'package:caret': ['createDataPartition'], 'package:dplyr': ['group_by', 'n'], 'package:ggplot2': ['aes', 'element_blank', 'element_text', 'facet_wrap', 'geom_bar', 'geom_point', 'ggplot', 'labs', 'qplot', 'scale_shape_manual', 'scale_y_continuous', 'theme', 'theme_bw', 'theme_set', 'xlim'], 'package:grid': ['viewport'], 'package:Hmisc': ['cut2'], 'package:mice': ['mice'], 'package:plyr': ['.', 'ddply', 'join'], 'package:randomForest': ['importance', 'randomForest', 'varImpPlot'], 'package:scales': ['percent_format'], 'package:stats': ['predict'], 'package:tidyr': ['gather'], 'package:utils': ['head', 'object.size', 'read.csv', 'write.csv']}"
373,chuanhuiliu-one-solution-to-titanic-survival-analysis,0.781,"{'package:base': ['as.factor', 'as.numeric', 'c', 'cbind', 'data.frame', 'factor', 'gsub', 'is.na', 'levels', 'library', 'mean', 'table'], 'package:dplyr': ['bind_rows'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'geom_boxplot', 'ggplot', 'labs', 'scale_x_continuous'], 'package:readr': ['read_csv'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['rpart.plot'], 'package:stats': ['complete.cases', 'formula', 'predict'], 'package:utils': ['write.csv']}"
374,dineshary-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
